match,count
"SVC(kernel='linear')))])
",1
"SVC(C=0.1, kernel='rbf', random_state=0))
",1
"SVC(random_state=1)
",1
"SVC(probability=True, kernel='rbf'))
",1
"SVC(kernel='rbf', gamma=1.5)
",1
"SVC(kernel=""precomputed"",C=1)
",1
"SVC(kernel='rbf'), param_grid,n_jobs=-1)
",1
"SVC(kernel=kernel) ",1
"SVC(kernel='rbf', gamma=0.7, C=1.0).fit(X, y)
",1
"SVC(gamma=0.0001, C=100)
",1
"SVC(gamma=0.0003, C=1.2)
",1
"SVC(kernel=""linear"",gamma=0.01, C=250, class_weight='balanced')
",1
"SVC(C=C, gamma=1 / (2 * sigma), kernel='rbf',)
",1
"SVC(C=1, class_weight='balanced'), svm_tuned_parameters])
",1
"SVC(C=5, cache_size=2048), n_jobs=-1)
",1
"SVC(kernel='poly',**job)
",1
"SVC(C=10, kernel=""linear"")
",1
"SVC(kernel='linear', C=1))])
",1
"SVC (Suppot Vector Classifier)
",1
"SVC(kernel=kernel, C=c)
",1
"SVC(kernel='rbf') #, random_state=17)
",1
"SVC(kernel='rbf', gamma=0.01, C=100, cache_size=2000)
",1
"SVC(C=100, kernel='rbf', gamma=0.001)
",1
"SVC(kernel='rbf', C=C)
",1
"SVC(kernel='linear', C=0.1, probability=True)
",1
"SVC(kernel='rbf', C=10**4)
",1
"SVC(C=C,kernel='rbf',degree=3)
",1
"SVC(C=C, kernel='rbf', gamma=gamma)
",1
"SVC(kernel=kernel, gamma=0.7, C=c,probability=True)
",1
"SVC(cache_size=2000), searchParams)
",1
"SVC(kernel='rbf', gamma=0.05, class_weight='auto', probability=True)
",1
"SVC(), std_features, labels, cv=5)
",1
"SVC(kernel='precomputed', class_weight='balanced', C=c, max_iter=-1, tol=1e-7, probability=probability, verbose=False)
",1
"SVC(C=1, kernel='linear'), SVC(C=1, kernel='rbf')]) ",1
"SVC(kernel='rbf', C=2.8, gamma=.0073)
",1
"SVC(kernel='linear', class_weight='balanced', C=100, random_state=42))
",1
"SVC(cache_size=CACHE_SIZE, kernel=""rbf"", C=c, gamma=gamma)
",1
"SVC(cache_size=1024)
",1
"SVC(C=1.0, kernel='sigmoid', gamma='auto', cache_size=5000)
",1
"SVC(gamma=0.7, C=1.0)
",1
"SVC(kernel='rbf', C=300)
",1
"SVC(C=c, kernel='precomputed',max_iter=10000000)
",1
"SVC(with probas=True), RF, KNN])
",1
"SVC(probability=True, class_weight=""auto"")
",1
"SVC(C=9.0, kernel='rbf', degree=3, gamma=0.0, coef0=0.0, shrinking=True, probability=False, tol=0.001, cache_size=200, class_weight=None, verbose=False, max_iter=-1, random_state=None)
",1
"SVC(kernel='rbf',C=1)
",1
"SVC(kernel=kernel, gamma=gamma, degree=degree)
",1
"SVC(kernel='rbf', gamma=0.01, cache_size=1000)
",1
"SVC(kernel = ""rbf"",gamma = 0.001,C = 100)
",1
"SVC(kernel='rbf', gamma=0.7, C=1.0).fit(trainX, trainY)
",1
"SVC(gamma=0.03)
",1
"SVC().fit(data,labels)
",1
"SVC(gamma=GAMMA, C=C, probability=True).fit(self.data_test, self.labels_test)
",1
"SVC(C=1, probability=True), param_grid, cv=5)
",1
"SVC(kernel=""linear"", C=4, probability=True)
",1
"SVC(C=10,kernel='precomputed')
",1
"SVC(C=1, gamma=0.001, kernel='linear')
",1
"SVC(kernel='poly', C=1E-2, gamma=1E-2, degree=2)
",1
"SVC(random_state=241)
",1
"SVC(probability=True), scoring=p_value_scoring_object.p_value_scoring_object ,param_grid=param_grid, cv=cv)
",1
"SVC(kernel='linear', C=20.0)
",1
"SVC().fit(x, y)
",1
"SVC().fit(X, train_labels)
",1
"SVC(kernel=""linear"", C=float(c))
",1
"SVC(cache_size=2000)
",1
"SVC(C=1)))
",1
"SVC(with probas=True)],[RF, KNN],[LR] ])
",1
"SVC(),n_jobs=-1)
",1
"SVC(cache_size=3000, C=1), tuned_parameters, cv=5, scoring=score)
",1
"SVC(cache_size=5000, verbose=True, C=10, gamma=0.2)
",1
"SVC(random_state=my_random_seed)
",1
"SVC(kernel='linear', C=2.0)
",1
"SVC(C=0.5, probability=True), param_grid, cv=5).fit(X, y)
",1
"SVC(kernel='rbf',C=10)
",1
"SVC(kernel='linear', probability=True), ""SVM"")
",1
"SVC(kernel=k)
",1
"SVC(C=10000000, gamma=0.00001)
",1
"SVC(C=args.c, gamma=args.g, cache_size=args.cache)
",1
"SVC(gamma=0.1, probability = True, kernel='rbf',C=2.)
",1
"SVC(cache_size=1024, C=10, gamma=0.02)
",1
"SVC(**svc_opts)
",1
"SVC(kernel='linear', probability=True)).train(feature_labels[traincv[0]:traincv[len(traincv)-1]]) ",1
"SVC(kernel='rbf', gamma=0.05, C=401, probability=True)))
",1
"SVC(class_weight='auto'), param_grid=param_grid, cv=cv)
",1
"SVC(kernel='rbf')) ]) ",1
"SVC(kernel=""precomputed"", C=1, verbose=False)
",1
"SVC(C=10**c, probability=1, class_weight='auto')
",1
"SVC(C=c, kernel='rbf', degree=3, gamma=0.0, coef0=0.0, shrinking=True, probability=False, tol=0.001, cache_size=200, class_weight=None, verbose=False, max_iter=-1, random_state=None)
",1
"SVC(class_weight='balanced', C=1.0)
",1
"SVC(probability=True) ",1
"SVC(kernel='linear', C=10000000)
",1
"SVC(kernel=""rbf"", C=10000.0)
",1
"SVC(gamma = 0.001, kernel = 'linear')
",1
"SVC(C=c, gamma=g)
",1
"SVC(C=.01,kernel='rbf'))])
",1
"SVC(C=c,kernel=k,degree=degree,coef0=coef0)
",1
"SVC(kernel='linear', class_weight='balanced', probability=True)
",1
"SVC(C=C, kernel='rbf', gamma=gamma, probability=True)
",1
"SVC(C=1e-6, kernel='rbf', random_state=0))
",1
"SVC(kernel=str(""rbf""), probability=True, C=1e3, gamma=0.00001))
",1
"SVC(kernel='rbf', C=10000000, probability=True)
",1
"SVC(C=100, gamma=.01, probability=True, scale_C=True)
",1
"SVC(kernel='linear',verbose=0)
",1
"SVC(C=1.0, class_weight='auto', probability=True, kernel='rbf', gamma=0.0, tol=1e-1)
",1
"SVC(C = C, gamma = gamma, kernel = 'rbf')
",1
"SVC(kernel=""rbf"", probability=True).fit(crime_data, crime_target)
",1
"SVC(kernel='rbf', C=1.0)
",1
"SVC(decision_function_shape=""ovr"")
",1
"SVC(C=10000, gamma=0.75, probability=True)
",1
